Date,Channel,SKU,Vendor,Wheel,Size,Bolt Pattern,Finish,Price,ID,Monthly Total,Monthly Sets,,
2/12/2025,Shopify,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,393.60",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
2/12/2025,eBay,GL-57DR-189.5+38-51143-GB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Glossy Black,$960.00,Gram Lights 57DR18x9.5 +385x114.3Glossy Black,,,,
2/12/2025,eBay,"V-RacingTE37UltraMSpec-2010+15,2011+15-5112-B",Volk,Volk Racing TE37 Ultra M-Spec,"20x10 +15, 20x11 +15",5x112,Black,"$4,500.00","Volk Racing TE37 Ultra M-Spec20x10 +15, 20x11 +155x112Black",,,,
2/11/2025,Shopify,V-RacingTE37SL-189.5+38-5120-CP,Volk,Volk Racing TE37SL,18x9.5 +38,5x120,Chrome Plating,"$3,800.00",Volk Racing TE37SL18x9.5 +385x120Chrome Plating,,,,
2/11/2025,Shopify,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$1,622.40",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
2/11/2025,Shopify,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$1,622.40",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
2/11/2025,Shopify,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$1,622.40",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
2/11/2025,Shopify,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$1,622.40",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
2/11/2025,Shopify,GL-57NR-189.5+45-5120-BR,Gram Lights,Gram Lights 57NR,18x9.5 +45,5x120,DarkBronze,"$1,622.40",Gram Lights 57NR18x9.5 +455x120DarkBronze,,,,
2/9/2025,Shopify,B-RIA-1810.5+22-5120-SLV,BBS,BBS RI-A,18x10.5 +22,5x120,Diamond Silver,"$3,287.00",BBS RI-A18x10.5 +225x120Diamond Silver,,,,
2/9/2025,Shopify,GL-57DR-189.5+12-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +12,5x114.3,Chrome Plating,"$2,587.00",Gram Lights 57DR18x9.5 +125x114.3Chrome Plating,,,,
2/8/2025,eBay,"B-LM-1910+25,1911+25-5120-SLV",BBS,BBS LM,"19x10 +25, 19x11 +25",5x120,Diamond Silver,"$4,780.00","BBS LM19x10 +25, 19x11 +255x120Diamond Silver",,,,
2/8/2025,eBay,GL-57DR-189.5+38-51143-SGB,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Semi Gloss Black,"$1,730.00",Gram Lights 57DR18x9.5 +385x114.3Semi Gloss Black,,,,
2/8/2025,eBay,V-RacingTE37XTMSpec-168-20-61397-G,Volk,Volk Racing TE37XT M-Spec,16x8 -20,6x139.7,Gold,"$2,464.15",Volk Racing TE37XT M-Spec16x8 -206x139.7Gold,,,,
2/7/2025,eBay,E-RPF1RS-189.5+12-51143-MG,Enkei,Enkei RPF1RS,18x9.5 +12,5x114.3,Matte Gunmetal,$830.86,Enkei RPF1RS18x9.5 +125x114.3Matte Gunmetal,,,,
2/7/2025,eBay,"V-RacingTE37UltraMSpec-199.5+34,1910.5+31-51143-BR",Volk,Volk Racing TE37 Ultra M-Spec,"19x9.5 +34, 19x10.5 +31",5x114.3,BlastBronze,"$3,300.00","Volk Racing TE37 Ultra M-Spec19x9.5 +34, 19x10.5 +315x114.3BlastBronze",,,,
2/7/2025,eBay,V-RacingTE37XTMSpec-178.5-10-61397-DG,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Dark Gunmetal,"$2,720.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Dark Gunmetal,,,,
2/6/2025,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$1,369.00",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
2/6/2025,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,090.32",Enkei RPF117x9 +355x114.3F1 Silver,,,,
2/6/2025,eBay,RH2--209+30-51143-SLV,Rays Homura 2X10BD,Rays Homura 2X10BD,20x9 +30,5x114.3,DMC / Side Grace Silver,"$2,150.00",Rays Homura 2X10BD20x9 +305x114.3DMC / Side Grace Silver,,,,
2/5/2025,Shopify,GL-57CR-189.5+22-51143-GB,Gram Lights,Gram Lights 57CR,18x9.5 +22,5x114.3,Glossy Black,"$1,730.60",Gram Lights 57CR18x9.5 +225x114.3Glossy Black,,,,
2/4/2025,eBay,B-LM-178.5-18-5120-SLV,BBS,BBS LM,17x8.5 -18,5x120,Diamond Silver,"$3,830.00",BBS LM17x8.5 -185x120Diamond Silver,,,,
2/4/2025,eBay,B-REV7-189.5+22-51143-DB,BBS,BBS RE-V7,18x9.5 +22,5x114.3,Diamond Black,"$2,720.00",BBS RE-V718x9.5 +225x114.3Diamond Black,,,,
2/3/2025,Shopify,"A-GTBeyond-199.5+25,1911+35-5112-M&HPB",Advan,Advan GT Beyond,"19x9.5 +25, 19x11 +35",5x112,Machining & Hyper Platinum Black,"$4,180.00","Advan GT Beyond19x9.5 +25, 19x11 +355x112Machining & Hyper Platinum Black",,,,
2/3/2025,eBay,GL-57DR-158+28-4100-SGB,Gram Lights,Gram Lights 57DR,15x8 +28,4x100,Semi Gloss Black,"$1,484.60",Gram Lights 57DR15x8 +284x100Semi Gloss Black,,,,
2/2/2025,Shopify,"V-RacingTE37UltraMSpec-2010+15,2011+15-5112-GB",Volk,Volk Racing TE37 Ultra M-Spec,"20x10 +15, 20x11 +15",5x112,Gloss Black,"$4,776.03","Volk Racing TE37 Ultra M-Spec20x10 +15, 20x11 +155x112Gloss Black",,,,
2/2/2025,eBay,E-RPF1-178+35-51143-SS,Enkei,Enkei RPF1,17x8 +35,5x114.3,F1 Silver,$258.85,Enkei RPF117x8 +355x114.3F1 Silver,,,,
2/2/2025,eBay,E-RPF1-179+22-51143-SS,Enkei,Enkei RPF1,17x9 +22,5x114.3,F1 Silver,"$1,092.00",Enkei RPF117x9 +225x114.3F1 Silver,,,,
1/31/2025,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,328.30",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
1/31/2025,eBay,"B-LM-198.5+18,1910+25-5120-SB",BBS,BBS LM,"19x8.5 +18, 19x10 +25",5x120,Selenite Brown,"$4,200.00","BBS LM19x8.5 +18, 19x10 +255x120Selenite Brown",,,,
1/31/2025,eBay,R-Offroad05X-179-20-61397-MG,Rays,Rays Offroad 05X,17x9 -20,6x139.7,Matte Gunbronze,"$2,669.96",Rays Offroad 05X17x9 -206x139.7Matte Gunbronze,,,,
1/30/2025,Shopify,"B-LM-199.5+22,1911+37-5120-BB",BBS,BBS LM,"19x9.5 +22, 19x11 +37",5x120,Black Blue,"$4,600.00","BBS LM19x9.5 +22, 19x11 +375x120Black Blue",,,,
1/30/2025,eBay,V-RacingCE28SL-189.5+22-51143-SLV,Volk,Volk Racing CE28SL,18x9.5 +22,5x114.3,Diamond Silver,"$3,087.00",Volk Racing CE28SL18x9.5 +225x114.3Diamond Silver,,,,
1/29/2025,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,$640.00,Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
1/29/2025,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,$640.00,Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
1/27/2025,Shopify,GL-57DR-189.5+22-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Bronze 2,"$1,730.60",Gram Lights 57DR18x9.5 +225x114.3Bronze 2,,,,
1/27/2025,Shopify,V-RacingCE28SL-189.5+22-51143-PG,Volk,Volk Racing CE28SL,18x9.5 +22,5x114.3,Pressed Graphite,"$3,160.08",Volk Racing CE28SL18x9.5 +225x114.3Pressed Graphite,,,,
1/27/2025,eBay,E-RPF1-189.5+15-51143-S,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,SBC,"$1,677.88",Enkei RPF118x9.5 +155x114.3SBC,,,,
1/25/2025,Shopify,RH2--209+30-51143-SLV,Rays Homura 2X10BD,Rays Homura 2X10BD,20x9 +30,5x114.3,DMC / Side Grace Silver,"$2,506.86",Rays Homura 2X10BD20x9 +305x114.3DMC / Side Grace Silver,,,,
1/25/2025,Shopify,A-GTBeyond-1810+40-5120-M&HPB,Advan,Advan GT Beyond,18x10 +40,5x120,Machining & Hyper Platinum Black,"$3,700.00",Advan GT Beyond18x10 +405x120Machining & Hyper Platinum Black,,,,
1/24/2025,Shopify,GL-57DR-179+38-5100-SGB,Gram Lights,Gram Lights 57DR,17x9 +38,5x100,Semi Gloss Black,$763.90,Gram Lights 57DR17x9 +385x100Semi Gloss Black,,,,
1/23/2025,Shopify,GL-57DR-188.5+37-51143-SGB,Gram Lights,Gram Lights 57DR,18x8.5 +37,5x114.3,Semi Gloss Black,"$1,546.98",Gram Lights 57DR18x8.5 +375x114.3Semi Gloss Black,,,,
1/23/2025,Shopify,V-RacingTE37SL-189.5+38-5120-CP,Volk,Volk Racing TE37SL,18x9.5 +38,5x120,Chrome Plating,"$3,800.00",Volk Racing TE37SL18x9.5 +385x120Chrome Plating,,,,
1/22/2025,Shopify,V-RacingTE37SagaSL-189.5+35-51143-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +35,5x114.3,Pressed Graphite,"$2,900.00",Volk Racing TE37 Saga SL18x9.5 +355x114.3Pressed Graphite,,,,
1/22/2025,Shopify,GL-57DR-189.5+12-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +12,5x114.3,Chrome Plating,"$2,140.00",Gram Lights 57DR18x9.5 +125x114.3Chrome Plating,,,,
1/22/2025,Shopify,V-RacingTE37SL-189.5+38-5120-CP,Volk,Volk Racing TE37SL,18x9.5 +38,5x120,Chrome Plating,"$3,800.00",Volk Racing TE37SL18x9.5 +385x120Chrome Plating,,,,
1/22/2025,eBay,V-RacingCE28NPlus-189.5+38-5120-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x120,Shining Metal Bronze,"$3,270.00",Volk Racing CE28N-Plus18x9.5 +385x120Shining Metal Bronze,,,,
1/21/2025,Shopify,"GL-57DR-188.5+37,189.5+38-5120-CP",Gram Lights,Gram Lights 57DR,"18x8.5 +37, 18x9.5 +38",5x120,Chrome Plating,"$2,799.00","Gram Lights 57DR18x8.5 +37, 18x9.5 +385x120Chrome Plating",,,,
1/20/2025,Shopify,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,743.52",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
1/20/2025,eBay,E-NT03M-189.5+27-51143-SLV,Enkei,Enkei NT03+M,18x9.5 +27,5x114.3,Silver,"$1,071.40",Enkei NT03+M18x9.5 +275x114.3Silver,,,,
1/20/2025,eBay,E-RPF1-179+22-51143-SS,Enkei,Enkei RPF1,17x9 +22,5x114.3,F1 Silver,"$1,092.00",Enkei RPF117x9 +225x114.3F1 Silver,,,,
1/19/2025,Shopify,S-SW388-156.5+35-4100-B,Spoon,Spoon SW388,15x6.5 +35,4x100,Black,"$2,900.00",Spoon SW38815x6.5 +354x100Black,,,,
1/16/2025,eBay,E-RPF1-179+45-51143-SS,Enkei,Enkei RPF1,17x9 +45,5x114.3,F1 Silver,"$1,092.00",Enkei RPF117x9 +455x114.3F1 Silver,,,,
1/16/2025,eBay,E-RPF1-179.5+18-51143-SS,Enkei,Enkei RPF1,17x9.5 +18,5x114.3,F1 Silver,"$1,129.00",Enkei RPF117x9.5 +185x114.3F1 Silver,,,,
1/15/2025,Shopify,V-RacingTE37SL-1810+40-51143-CP,Volk,Volk Racing TE37SL,18x10 +40,5x114.3,Chrome Plating,"$3,806.75",Volk Racing TE37SL18x10 +405x114.3Chrome Plating,,,,
1/15/2025,Shopify,A-GTBeyond-1810+40-5120-M&HPB,Advan,Advan GT Beyond,18x10 +40,5x120,Machining & Hyper Platinum Black,"$3,024.00",Advan GT Beyond18x10 +405x120Machining & Hyper Platinum Black,,,,
1/15/2025,eBay,E-RPF1-179+22-51143-SS,Enkei,Enkei RPF1,17x9 +22,5x114.3,F1 Silver,$545.12,Enkei RPF117x9 +225x114.3F1 Silver,,,,
1/15/2025,eBay,S-GTX01-189.5+22-51143-SLV,SSR,SSR GTX01,18x9.5 +22,5x114.3,Dark Silver,$988.00,SSR GTX0118x9.5 +225x114.3Dark Silver,,,,
1/14/2025,eBay,E-RPF1-189.5+15-51143-SS,Enkei,Enkei RPF1,18x9.5 +15,5x114.3,F1 Silver,"$1,436.00",Enkei RPF118x9.5 +155x114.3F1 Silver,,,,
1/14/2025,eBay,GL-57CR-189.5+38-5100-BR2,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x100,Bronze 2,"$2,239.00",Gram Lights 57CR18x9.5 +385x100Bronze 2,,,,
1/12/2025,eBay,V-RacingTE37XTMSpec-178.5-10-61397-MG,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Matte Green,$875.00,Volk Racing TE37XT M-Spec17x8.5 -106x139.7Matte Green,,,,
1/10/2025,Shopify,"B-LM-199.5+22,1911+37-5120-NB",BBS,BBS LM,"19x9.5 +22, 19x11 +37",5x120,Navy Blue,"$4,011.00","BBS LM19x9.5 +22, 19x11 +375x120Navy Blue",,,,
1/9/2025,Shopify,GL-57CR-189.5+38-51143-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x114.3,Chrome Plating,"$2,305.17",Gram Lights 57CR18x9.5 +385x114.3Chrome Plating,,,,
1/9/2025,Shopify,GL-57CR-189.5+38-5100-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x100,Chrome Plating,"$2,305.17",Gram Lights 57CR18x9.5 +385x100Chrome Plating,,,,
1/9/2025,Shopify,GL-57CR-189.5+38-5100-CP,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x100,Chrome Plating,"$2,561.30",Gram Lights 57CR18x9.5 +385x100Chrome Plating,,,,
1/9/2025,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,561.30",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
1/6/2025,Shopify,V-RacingCE28N-178+33-51143-BR,Volk,Volk Racing CE28N,17x8 +33,5x114.3,Bronze,"$2,628.00",Volk Racing CE28N17x8 +335x114.3Bronze,,,,
1/4/2025,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,561.30",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
1/4/2025,eBay,V-RacingCE28NPlus-189.5+38-5120-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x120,Shining Metal Bronze,"$3,395.00",Volk Racing CE28N-Plus18x9.5 +385x120Shining Metal Bronze,,,,
1/3/2025,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,$640.00,Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
1/3/2025,eBay,V-RacingCE28NPlus-189.5+38-51143-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x114.3,BlastBronze,"$3,300.00",Volk Racing CE28N-Plus18x9.5 +385x114.3BlastBronze,,,,
1/2/2025,Shopify,"B-FIR-209+35,2011.5+40-5112-SLV",BBS,BBS FI-R,"20x9 +35, 20x11.5 +40",5x112,Diamond Silver,"$7,818.50","BBS FI-R20x9 +35, 20x11.5 +405x112Diamond Silver",,,,
1/1/2025,eBay,B-LM-189.5+38-51143-SLV,BBS,BBS LM,18x9.5 +38,5x114.3,Diamond Silver,"$3,500.00",BBS LM18x9.5 +385x114.3Diamond Silver,,,,
12/30/2024,Shopify,M-MF10-189.5+45-5120-W,Mugen,Mugen MF10,18x9.5 +45,5x120,White,"$3,990.00",Mugen MF1018x9.5 +455x120White,,,#REF!,#REF!
12/29/2024,Shopify,V-RacingTE37XTMSpec-189-1-6135-BB,Volk,Volk Racing TE37XT M-Spec,18x9 -1,6x135,Blast Black,"$3,491.82",Volk Racing TE37XT M-Spec18x9 -16x135Blast Black,,,,
12/29/2024,eBay,V-RacingTE37SagaSPlus-179+22-51143-BR,Volk,Volk Racing TE37 Saga S-Plus,17x9 +22,5x114.3,Bronze,"$3,592.00",Volk Racing TE37 Saga S-Plus17x9 +225x114.3Bronze,,,,
12/28/2024,eBay,E-RPF1-157+35-4100-SS,Enkei,Enkei RPF1,15x7 +35,4x100,F1 Silver,$218.48,Enkei RPF115x7 +354x100F1 Silver,,,,
12/27/2024,eBay,V-RacingTE37XTMSpec-178.5-10-61397-BB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Blast Black,$773.00,Volk Racing TE37XT M-Spec17x8.5 -106x139.7Blast Black,,,,
12/26/2024,Shopify,V-RacingCE28NPlus-189.5+38-5120-DDG,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x120,Diamond Dark Gunmetal,"$3,416.58",Volk Racing CE28N-Plus18x9.5 +385x120Diamond Dark Gunmetal,,,,
12/26/2024,Shopify,GL-57DR-189.5+22-51143-SLV,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Grace Silver,"$1,831.41",Gram Lights 57DR18x9.5 +225x114.3Grace Silver,,,,
12/24/2024,eBay,GL-57DR-189.5+22-51143-SLV,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Grace Silver,"$1,759.12",Gram Lights 57DR18x9.5 +225x114.3Grace Silver,,,,
12/24/2024,eBay,V-RacingTE37XTMSpec-189+0-61397-BR,Volk,Volk Racing TE37XT M-Spec,18x9 +0,6x139.7,Bronze,"$3,200.00",Volk Racing TE37XT M-Spec18x9 +06x139.7Bronze,,,,
12/23/2024,Shopify,D-RegamasterEVOII-179.5+50-51143-SB,Desmond,Desmond Regamaster EVO II,17x9.5 +50,5x114.3,Satin Black,"$2,850.00",Desmond Regamaster EVO II17x9.5 +505x114.3Satin Black,,,,
12/22/2024,eBay,GL-57DR-179+38-51143-GB,Gram Lights,Gram Lights 57DR,17x9 +38,5x114.3,Glossy Black,"$1,487.20",Gram Lights 57DR17x9 +385x114.3Glossy Black,,,,
12/22/2024,eBay,V-RacingCE28NPlus-189.5+38-51143-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x114.3,BlastBronze,"$3,395.00",Volk Racing CE28N-Plus18x9.5 +385x114.3BlastBronze,,,,
12/21/2024,eBay,"B-LM-209+42,2012+50-5130-SLV",BBS,BBS LM,"20x9 +42, 20x12 +50",5x130,Diamond Silver,"$5,700.00","BBS LM20x9 +42, 20x12 +505x130Diamond Silver",,,,
12/20/2024,Shopify,"B-LM-209.5+8,2010.5+15-5112-SLV",BBS,BBS LM,"20x9.5 +8, 20x10.5 +15",5x112,Diamond Silver,"$5,905.00","BBS LM20x9.5 +8, 20x10.5 +155x112Diamond Silver",,,,
12/20/2024,eBay,"B-LM-2010+30,2011+10-51143-DB",BBS,BBS LM,"20x10 +30, 20x11 +10",5x114.3,Diamond Black,"$5,440.00","BBS LM20x10 +30, 20x11 +105x114.3Diamond Black",,,,
12/20/2024,eBay,"V-RacingTE37UltraMSpec-199.5+23,1911+37-5120-B",Volk,Volk Racing TE37 Ultra M-Spec,"19x9.5 +23, 19x11 +37",5x120,Black,"$4,468.00","Volk Racing TE37 Ultra M-Spec19x9.5 +23, 19x11 +375x120Black",,,,
12/17/2024,Shopify,"B-RIA-1810+25,1811+37-5120-SLV",BBS,BBS RI-A,"18x10 +25, 18x11 +37",5x120,Diamond Silver,"$2,816.00","BBS RI-A18x10 +25, 18x11 +375x120Diamond Silver",,,,
12/16/2024,Shopify,"B-LM-209.5+8,2010.5+15-5112-SLV",BBS,BBS LM,"20x9.5 +8, 20x10.5 +15",5x112,Diamond Silver,"$5,543.20","BBS LM20x9.5 +8, 20x10.5 +155x112Diamond Silver",,,,
12/16/2024,Shopify,"B-LM-2010+22,2011+24-5112-DB",BBS,BBS LM,"20x10 +22, 20x11 +24",5x112,Diamond Black,"$4,802.00","BBS LM20x10 +22, 20x11 +245x112Diamond Black",,,,
12/16/2024,Shopify,V-RacingTE37XTMSpec-189+0-61397-BR,Volk,Volk Racing TE37XT M-Spec,18x9 +0,6x139.7,Bronze,"$3,000.00",Volk Racing TE37XT M-Spec18x9 +06x139.7Bronze,,,,
12/16/2024,Shopify,"B-LM-198.5+50,1911+50-5130-DB",BBS,BBS LM,"19x8.5 +50, 19x11 +50",5x130,Diamond Black,"$4,060.80","BBS LM19x8.5 +50, 19x11 +505x130Diamond Black",,,,
12/16/2024,eBay,E-RPF1-179+45-51143-SS,Enkei,Enkei RPF1,17x9 +45,5x114.3,F1 Silver,"$1,092.00",Enkei RPF117x9 +455x114.3F1 Silver,,,,
12/16/2024,eBay,E-RPT1-189+0-61397-MDG,Enkei,Enkei RPT1,18x9 +0,6x139.7,Matte Dark Gunmetal,$462.01,Enkei RPT118x9 +06x139.7Matte Dark Gunmetal,,,,
12/15/2024,Shopify,V-RacingTE37XTMSpec-189+0-61397-BR,Volk,Volk Racing TE37XT M-Spec,18x9 +0,6x139.7,Bronze,"$3,274.99",Volk Racing TE37XT M-Spec18x9 +06x139.7Bronze,,,,
12/15/2024,eBay,E-NT03M-189.5+27-51143-SLV,Enkei,Enkei NT03+M,18x9.5 +27,5x114.3,Silver,"$1,262.12",Enkei NT03+M18x9.5 +275x114.3Silver,,,,
12/15/2024,eBay,V-RacingTE37XTMSpec-178.5-10-61397-MG,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Matte Green,"$3,087.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Matte Green,,,,
12/11/2024,Shopify,V-RacingTE37XTMSpec-168-20-61397-BB,Volk,Volk Racing TE37XT M-Spec,16x8 -20,6x139.7,Blast Black,"$2,646.00",Volk Racing TE37XT M-Spec16x8 -206x139.7Blast Black,,,,
12/11/2024,Shopify,E-RPF1-179+45-51143-SS,Enkei,Enkei RPF1,17x9 +45,5x114.3,F1 Silver,$990.72,Enkei RPF117x9 +455x114.3F1 Silver,,,,
12/10/2024,Shopify,GL-57DR-189.5+22-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Chrome Plating,"$2,561.30",Gram Lights 57DR18x9.5 +225x114.3Chrome Plating,,,,
12/10/2024,eBay,E-RPF1-189.5+38-51143-G,Enkei,Enkei RPF1,18x9.5 +38,5x114.3,Gold,"$1,525.00",Enkei RPF118x9.5 +385x114.3Gold,,,,
12/10/2024,eBay,E-RPT1-189+0-61397-MDG,Enkei,Enkei RPT1,18x9 +0,6x139.7,Matte Dark Gunmetal,$434.50,Enkei RPT118x9 +06x139.7Matte Dark Gunmetal,,,,
12/10/2024,eBay,E-RPT1-189+0-61397-MDG,Enkei,Enkei RPT1,18x9 +0,6x139.7,Matte Dark Gunmetal,$434.50,Enkei RPT118x9 +06x139.7Matte Dark Gunmetal,,,,
12/6/2024,eBay,V-RacingCE28NPlus-189.5+38-51143-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x114.3,BlastBronze,"$3,446.96",Volk Racing CE28N-Plus18x9.5 +385x114.3BlastBronze,,,,
12/4/2024,Shopify,V-RacingCE28SL-189.5+38-51143-MB,Volk,Volk Racing CE28SL,18x9.5 +38,5x114.3,Mag Blue,"$3,269.52",Volk Racing CE28SL18x9.5 +385x114.3Mag Blue,,,,
12/3/2024,Shopify,"B-LM-198.5+50,1911+63-5130-SLV",BBS,BBS LM,"19x8.5 +50, 19x11 +63",5x130,Diamond Silver,"$4,060.80","BBS LM19x8.5 +50, 19x11 +635x130Diamond Silver",,,,
12/3/2024,Shopify,"B-FIR-209+35,2011.5+40-5112-DB",BBS,BBS FI-R,"20x9 +35, 20x11.5 +40",5x112,Diamond Black,"$6,584.00","BBS FI-R20x9 +35, 20x11.5 +405x112Diamond Black",,,,
12/3/2024,eBay,V-RacingTE37XTMSpec-168+0-61397-BB,Volk,Volk Racing TE37XT M-Spec,16x8 +0,6x139.7,Blast Black,"$2,464.15",Volk Racing TE37XT M-Spec16x8 +06x139.7Blast Black,,,,
12/2/2024,Shopify,W-MeisterS12P-159.5-8-4100-SLV,Work,Work Meister S1 2P,15x9.5 -8,4x100,Silver,$475.00,Work Meister S1 2P15x9.5 -84x100Silver,,,,
12/2/2024,Shopify,B-RIA-189.5+22-51143-SLV,BBS,BBS RI-A,18x9.5 +22,5x114.3,Diamond Silver,"$2,988.00",BBS RI-A18x9.5 +225x114.3Diamond Silver,,,,
12/2/2024,Shopify,V-RacingCE28NPlus-189.5+22-51143-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +22,5x114.3,BlastBronze,"$3,134.24",Volk Racing CE28N-Plus18x9.5 +225x114.3BlastBronze,,,,
12/2/2024,Shopify,D-RegamasterEVOII-1810+25-5120-BR,Desmond,Desmond Regamaster EVO II,18x10 +25,5x120,SatinBronze,"$2,897.97",Desmond Regamaster EVO II18x10 +255x120SatinBronze,,,,
12/2/2024,Shopify,V-RacingCE28NPlus-189.5+38-51143-BR,Volk,Volk Racing CE28N-Plus,18x9.5 +38,5x114.3,Shining Metal Bronze,"$3,201.12",Volk Racing CE28N-Plus18x9.5 +385x114.3Shining Metal Bronze,,,,
12/2/2024,eBay,"B-RIA-1810+25,1811+37-5120-DB",BBS,BBS RI-A,"18x10 +25, 18x11 +37",5x120,Diamond Black,"$3,000.00","BBS RI-A18x10 +25, 18x11 +375x120Diamond Black",,,,
12/2/2024,eBay,V-RacingTE37SagaSPlus-179+22-51143-BR,Volk,Volk Racing TE37 Saga S-Plus,17x9 +22,5x114.3,Bronze,"$3,053.20",Volk Racing TE37 Saga S-Plus17x9 +225x114.3Bronze,,,,
12/2/2024,eBay,V-RacingTE37SL-1810+40-51143-MB,Volk,Volk Racing TE37SL,18x10 +40,5x114.3,Mag Blue,"$2,951.20",Volk Racing TE37SL18x10 +405x114.3Mag Blue,,,,
12/2/2024,eBay,V-RacingTE37XTMSpec-168-20-61397-BB,Volk,Volk Racing TE37XT M-Spec,16x8 -20,6x139.7,Blast Black,"$2,499.00",Volk Racing TE37XT M-Spec16x8 -206x139.7Blast Black,,,,
12/1/2024,eBay,V-RacingTE37XTMSpec-189+0-61397-BR,Volk,Volk Racing TE37XT M-Spec,18x9 +0,6x139.7,Bronze,"$3,434.00",Volk Racing TE37XT M-Spec18x9 +06x139.7Bronze,,,,
11/30/2024,Shopify,"B-LM-199.5+20,1911+25-5120-SLV",BBS,BBS LM,"19x9.5 +20, 19x11 +25",5x120,Diamond Silver,"$4,500.00","BBS LM19x9.5 +20, 19x11 +255x120Diamond Silver",,,,
11/30/2024,eBay,GL--189.5+22-51143-GB2,Gram Lights,Gram Lights,18x9.5 +22,5x114.3,Gun Blue 2,"$1,695.75",Gram Lights18x9.5 +225x114.3Gun Blue 2,,,,
